title,authors,abstract,year,dataname,datacode,citations,url
The Effect Of Employer Health Insurance Offering On The Growth And Survival Of Small Business Prior To The Affordable Care Act,C. J. Krizan & Adela Luque & Alice Zawacki,"Whether or not small businesses offer health insurance to their employees is a critical factor in the health care coverage of many Americans, yet many entrepreneurs and decision makers fear that the cost of offering health care coverage to their employees will diminish the growth and survival of small firms. While there is an emerging consensus among economists that small businesses both create and destroy a disproportionately large number of jobs, less is known about the relationship between health care costs and business growth. We examine this latter issue prior to the passage of the Affordable Care Act in 2010. We first review information on the relationship between small employers’ decisions to offer health insurance prior to 2010 and i) financial factors (including premium variability and tax advantages), ii) labor markets with a focus on employee characteristics and the demand for employer's health insurance, iii) insurance markets and products, discussing access and insurance options with lower premium costs, and iv) the health insurance regulatory environment with an examination of state-level reform and health insurance mandates. We then discuss employer reactions to rising health care costs, followed by a review of factors other than rising health care costs that often affect the growth and survival of a small business. In the remaining sections, we describe our longitudinal analysis of how health insurance offering (HIO) affected the expansion and survival of small businesses. Using 2001-05 linked data from the Longitudinal Business Database (LBD) and the Insurance Component of the Medical Expenditure Panel Survey (MEPS-IC), we look at how HIO affected four measures of business performance (growth in employment, growth in payroll, growth in average wage, and survival) – after controlling for business characteristics and relevant state-level variables. We employ instrumental variable two-stage least squares estimation to address the endogeneity that permeates the question at hand. We find that young businesses (both large and small) that offer health insurance grow at not significantly different rates as those that do not, possibly due to selection effects. Older businesses offering health insurance – both small and large - seem to have higher employment and payroll growth. Survival is strongly and positively correlated with HIO for older establishments at both large and small firms. However, these results should be interpreted with extreme caution due the concerns we raise about the available testing methodology for our context.",2014,longitudinal business database,LBDREV,1,https://ideas.repec.org/p/cen/wpaper/14-22.html
Improving The Synthetic Longitudinal Business Database,Satkartar K. Kinney & Jerome P. Reiter & Javier Miranda,"In most countries, national statistical agencies do not release establishment-level business microdata, because doing so represents too large a risk to establishments’ confidentiality. Agencies potentially can manage these risks by releasing synthetic microdata, i.e., individual establishment records simulated from statistical models de- signed to mimic the joint distribution of the underlying observed data. Previously, we used this approach to generate a public-use version—now available for public use—of the U. S. Census Bureau’s Longitudinal Business Database (LBD), a longitudinal cen- sus of establishments dating back to 1976. While the synthetic LBD has proven to be a useful product, we now seek to improve and expand it by using new synthesis models and adding features. This article describes our efforts to create the second generation of the SynLBD, including synthesis procedures that we believe could be replicated in other contexts.",2014,longitudinal business database,LBDREV,5,https://ideas.repec.org/p/cen/wpaper/14-12.html
Factoryless Goods Producers in the US,Andrew B. Bernard & Teresa C. Fort,"This paper documents the extent and characteristics of plants and firms in the US that are outside the manufacturing sector according to official government statistics but nonetheless are heavily involved in activities related to the production of manufactured goods. Using new data on establishment activities in the Census of Wholesale Trade conducted by the US Bureau of the Census in 2002 and 2007, this paper provides evidence on so-called “factoryless goods producers” (FGPs) in the US economy. FGPs are formally in the wholesale sector but, unlike traditional wholesale establishments, FGPs design the goods they sell and coordinate the production activities. This paper documents the extent of FGPs in the wholesale sector and how they differ from traditional wholesalers in terms of their employment, wages, productivity and output. Reclassifying FGP establishments to the manufacturing sector using our definition would have shifted at least 595,000 workers to as many as 1,311,000 workers from wholesale to manufacturing sectors in 2002 and at least 431,000 workers to as many as 1,934,000 workers in 2007.",2013,census of wholesale trade,CWH,19,https://ideas.repec.org/p/cen/wpaper/13-46.html
Falling House Prices And Labor Mobility: Evidence From Matched Employer-Employee Data,Christopher F. Goetz,"This study uses worker-level employment data from the U.S. Census Bureau to test whether falling home prices affect a worker's propensity to take a job in a different metropolitan area from where he is currently located. Using a sample of workers from the American Community Survey, I employ a within-MSA-time estimation that compares homeowners to renters in their propensities to relocate for jobs according to data from the Longitudinal Employer Household Dynamics database. This strategy allows me to disentangle the influence of house prices from that of other time-varying, location-specific shocks. Estimates show that homeowners who have experienced declines in the nominal value of their home are approximately 20% less likely to take a new job in a location outside of the metropolitan area that they currently live and work in, relative to an equivalent renter. This evidence is consistent with the hypothesis that housing lock-in has contributed to the decreased labor mobility of homeowners during the recent housing bust.",2013,american community survey,ACS,8,https://ideas.repec.org/p/cen/wpaper/13-43.html
Comparing Methods For Imputing Employer Health Insurance Contributions In The Current Population Survey,Hubert Janicki & Brett O’Hara & Alice Zawacki,The degree to which firms contribute to the payment of workers’ health insurance premiums is an important consideration in the measurement of income and for understanding the potential impact of the 2010 Affordable Care Act on employment-based health insurance participation. Currently the U.S. Census Bureau imputes employer contributions in the Annual Social and Economic Supplement of the Current Population Survey based on data from the 1977 National Medical Care Expenditure Survey. The goal of this paper is to assess the extent to which this imputation methodology produces estimates reflective of the current distribution of employer contributions. The paper uses recent contributions data from the Medical Expenditure Panel Survey-Insurance Component to estimate a new model to inform the imputation procedure and to compare the resulting distribution of contributions. These new estimates are compared with those produced under current production methods across employee and employer characteristics.,2013,current population survey,CPS,4,https://ideas.repec.org/p/cen/wpaper/13-41.html
Synthetic Data For Small Area Estimation In The American Community Survey,Joseph W. Sakshaug & Trivellore E. Raghunathan,"Small area estimates provide a critical source of information used to study local populations. Statistical agencies regularly collect data from small areas but are prevented from releasing detailed geographical identifiers in public-use data sets due to disclosure concerns. Alternative data dissemination methods used in practice include releasing summary/aggregate tables, suppressing detailed geographic information in public-use data sets, and accessing restricted data via Research Data Centers. This research examines an alternative method for disseminating microdata that contains more geographical details than are currently being released in public-use data files. Specifically, the method replaces the observed survey values with imputed, or synthetic, values simulated from a hierarchical Bayesian model. Confidentiality protection is enhanced because no actual values are released. The method is demonstrated using restricted data from the 2005-2009 American Community Survey. The analytic validity of the synthetic data is assessed by comparing small area estimates obtained from the synthetic data with those obtained from the observed data.",2013,american community survey,ACS,1,https://ideas.repec.org/p/cen/wpaper/13-19.html
The Recent Decline in Employment Dynamics,Henry R. Hyatt & James Spletzer,"In recent years, the rate at which workers and businesses exchange jobs has declined in the United States. Between 1998 and 2010, rates of job creation, job destruction, hiring, and separation declined dramatically, and the rate of job-to-job flows fell by about half. Little is known about the nature and extent of these changes, and even less about their causes and implications. In this paper, we document and attempt to explain the recent decline in employment dynamics. Our empirical work relies on the four leading datasets of quarterly employment dynamics in the United States – the Longitudinal Employer-Household Dynamics (LEHD), the Business Employment Dynamics (BED), the Job Openings and Labor Turnover Survey (JOLTS), and the Current Population Survey (CPS). We find that changes in the composition of the labor force and of employers explain relatively little of the decline. Exploiting some identities that relate the different measures to each other, we find that job creation and destruction could explain as much of a third of the decline in hires and separations, while job-to-job flows may explain more of the decline. We end our paper with a discussion of different possible explanations and their relative merits.",2013,current population survey,CPS,105,https://ideas.repec.org/p/cen/wpaper/13-03.html
Do Environmental Regulations Disproportionately Affect Small Businesses? Evidence from the Pollution Abatement Costs and Expenditures Survey,"Randy A. Becker & Carl Pasurka, Jr. & Ronald J. Shadbegian","It remains an open question whether the impact of environmental regulations differs by the size of the business. Such differences might be expected because of statutory, enforcement, and/or compliance asymmetries. Here, we consider the net effect of these three asymmetries, by estimating the relationship between plant size and pollution abatement expenditures, using establishment-level data on U.S. manufacturers from the Census Bureau’s Pollution Abatement Costs and Expenditures (PACE) surveys of 1974-1982, 1984-1986, 1988-1994, 1999, and 2005, combined with data from the Annual Survey of Manufactures and Census of Manufactures. We model establishments’ PAOC intensity - that is, their pollution abatement operating costs per unit of economic activity - as a function of establishment size, industry, and year. Our results show that PAOC intensity increases with establishment size. We also find that larger firms spend more per unit of output than do smaller firms.",2012,annual survey of manufactures,ASM,44,https://ideas.repec.org/p/cen/wpaper/12-25.html
The Dynamics of House Price Capitalization and Locational Sorting: Evidence from Air Quality Changes,Corey Lang,"Despite extensive use of housing data to reveal valuation of non-market goods, the process of house price capitalization remains vague. Using the restricted access American Housing Survey, a high-frequency panel of prices, turnover, and occupant characteristics, this paper examines the time path of capitalization and preference-based sorting in response to air quality changes caused by differential regulatory pressure from the 1990 Clean Air Act Amendments. The results demonstrate that owner-occupied units capitalize changes immediately, whereas rent capitalization lags. The delayed but sharp rent capitalization temporally coincides with evidence of sorting, suggesting a strong link between location choices and price dynamics.",2012,american housing survey,AHS,1,https://ideas.repec.org/p/cen/wpaper/12-22.html
The Location of Displaced New Orleans Residents in the Year After Hurricane Katrina,Narayan Sastry & Jesse Gregory,"Using individual data from the restricted version of the American Community Survey, we examined the displacement locations of pre-Katrina adult residents of New Orleans in the year after the hurricane. Over half (53%) of adults had returned to—or remained in—the New Orleans metropolitan area, with just under one-third of the total returning to the dwelling in which they resided prior to Katrina. Among the remainder, Texas was the leading location with almost 40% of those living away from the metropolitan area (18% of the total), followed by other locations in Louisiana (12%), the South region of the US other than Louisiana and Texas (12%), and elsewhere in the U.S. (5%). Black adults were considerably more likely than nonblack adults to be living elsewhere in Louisiana, in Texas, and elsewhere in the South. The observed race disparity was not accounted for by any of the demographic or socioeconomic covariates in the multinomial logistic regression models. Consistent with hypothesized effects, we found that young adults (25–39 years of age) were more likely to move further away from New Orleans and that adults born outside Louisiana were substantially more likely to have relocated away from the state.",2012,american community survey,ACS,0,https://ideas.repec.org/p/cen/wpaper/12-19.html
Migration and Dispersal of Hispanic and Asian Groups: An Analysis of the 2006-2008 Multiyear American Community Survey,William Frey & Julie Park,"This report seeks to evaluate selective migration processes of Hispanic and Asian nationality groups in the US from established settlement areas, using recent migration data from the American Community Survey. The underlying goal is to detect migration tendencies leading toward an increased dispersion of these groups associated with their migration processes. Using descriptive statistics, maps, and migration models, we assess how migration processes in the 2006-8 period are leading to the dispersal of Hispanic and Asian race ethnic groups across metropolitan areas, with special attention to the roles of co-ethnic communities and spatial assimilation. These analyses employ migration data available from the 3-year 2006-8 American Community Survey using restricted data from the US Census Bureau’s Research Data Centers. This use of the restricted ACS files permitted the first post 2000 analysis of inter-metropolitan migration for Hispanic groups (Mexicans, Puerto Ricans, Cubans, Salvadorans, Dominicans) and Asian groups (Chinese, Indians, Filipinos, Vietnamese, Koreans) using the detailed demographic and geographic attributes available with these files. The data and analysis presented here provide a benchmark for further research of this kind with the American Community Survey in light of the fact that migration data will no longer be available from the US decennial census. The study examines migration from these groups’ major settlement areas to other metropolitan area destinations as they are affected by the attraction of co-ethnic communities and by a migrant selectivity pattern consistent with the perspective of spatial assimilation. The migration processes themselves were evaluated in terms of two components: the out--migration rates of residents, and the destination selection of movers. From the perspective of co-ethnic community attraction, it was hypothesized that the outmigration rates from high co-ethnic settlement areas would be lower than those from areas where the group had a smaller overall presence and that the destination selections of out-migrants would be positively affected by the presence of high co-ethnic population shares in destination areas. From the spatial assimilation perspective, it was hypothesized that out-migration from high coethnic areas would least likely occur for group members with lowest education, poor facility with English, and recently arrived in the US; whereas the selection of destinations with large coethnic population shares would be most likely to occur for these same population categories. The results strongly confirm that co-ethnic community attraction continues to reduce outmigration of groups from major settlement origins and positively influences their destination selections. A series of multivariate migrant destination selection models confirm a consistent draw of ethnically similar destinations across individual Hispanic and Asian groups when other economic, demographic and structural metropolitan attributes are taken into account. In contrast, results regarding spatial assimilation are typically mixed or nonexistent in characterizing both out-migration and mover destination selectivity patterns. In fact, we find contrary evidence for some Asian groups for whom it is the most educated, and native born migrants who show a penchant for selecting destinations with greater co-ethnic population shares. Among the greatest destinations for Indians, for example, are Philadelphia, Seattle, Dallas, Boston and Atlanta- areas with higher than average Indian population shares, and areas that also house knowledge-based industries. The selection of co-ethnic destinations among Hispanic group migrants appears somewhat impervious to education attainment and Hispanic and Mexican group movers, who are foreign born and who arrived since 2000, are least, rather than most, prone to select co-ethnic destinations. The mover destination models make plain that employment growth at destination provides a strong draw for all Hispanic groups. This suggests that recent growth in low skilled jobs in parts of the country with small Hispanic populations are nonetheless attracting newly arrived, and less skilled Mexicans and other Hispanics who might have previously been especially lured to destinations with large co-ethnic population shares.",2011,american community survey,ACS,1,https://ideas.repec.org/p/cen/wpaper/11-33.html
Assessing the Incidence and Efficiency of a Prominent Place Based Policy,Matias Busso & Jesse Gregory & Patrick Kline,"This paper empirically assesses the incidence and efficiency of Round I of the federal urban Empowerment Zone (EZ) program using confidential microdata from the Decennial Census and the Longitudinal Business Database. Using rejected and future applicants to the EZ program as controls, we find that EZ designation substantially increased employment in zone neighborhoods and generated wage increases for local workers without corresponding increases in population or the local cost of living. The results suggest the efficiency costs of first Round EZs were relatively small.",2011,longitudinal business database,LBDREV,348,https://ideas.repec.org/p/cen/wpaper/11-07.html
Towards Unrestricted Public Use Business Microdata: The Synthetic Longitudinal Business Database,Satkartar K. Kinney & Jerome P. Reiter & Arnold P. Reznek & Javier Miranda & Ron S. Jarmin & John M. Abowd,"In most countries, national statistical agencies do not release establishment-level business microdata, because doing so represents too large a risk to establishments\' confidentiality. One approach with the potential for overcoming these risks is to release synthetic data; that is, the released establishment data are simulated from statistical models designed to mimic the distributions of the underlying real microdata. In this article, we describe an application of this strategy to create a public use file for the Longitudinal Business Database, an annual economic census of establishments in the United States comprising more than 20 million records dating back to 1976. The U.S. Bureau of the Census and the Internal Revenue Service recently approved the release of these synthetic microdata for public use, making the synthetic Longitudinal Business Database the first-ever business microdata set publicly released in the United States. We describe how we created the synthetic data, evaluated analytical validity, and assessed disclosure risk.",2011,longitudinal business database,LBDREV,25,https://ideas.repec.org/p/cen/wpaper/11-04.html
The Effects of Environmental Regulation on the Competiveness of U.S. Manufacturing,Michael Greenstone & John A. List & Chad Syverson,"Whether and to what extent environmental regulations influence the competitiveness of firms remains a hotly debated issue. Using detailed production data from tens of thousands of U.S. manufacturing plants drawn from Annual Survey of Manufactures, we estimate the effects of environmental regulations—captured by the Clean Air Act Amendments’ division of counties into pollutant-specific nonattainment and attainment categories—on manufacturing plants’ total factor productivity (TFP) levels. We find that among surviving polluting plants, a nonattainment designation is associated with a roughly 2.6 percent decline in TFP. The regulations governing ozone have particularly discernable effects on productivity, though effects are also seen among particulates and sulfur dioxide emitters. Carbon monoxide nonattainment, on the other hand, appears to increase measured TFP, though this appears to be concentrated among refineries. When we apply corrections for two likely sources of positive bias in these estimates (price mismeasurement and sample selection on survival), we estimate that the total TFP loss for polluting plants in nonattaining counties is 4.8 percent. This corresponds to an annual lost output in the manufacturing sector of roughly $14.7 billion in 1987 dollars ($24.4 billion in 2009 dollars). These costs have important implications for both the intensity and location of firm expansions.",2011,annual survey of manufactures,ASM,213,https://ideas.repec.org/p/cen/wpaper/11-03.html
Plant-Level Productivity and Imputation of Missing Data in the Census of Manufactures,T. Kirk White & Jerome P. Reiter & Amil Petrin,"In the U.S. Census of Manufactures, the Census Bureau imputes missing values using a combination of mean imputation, ratio imputation, and conditional mean imputation. It is wellknown that imputations based on these methods can result in underestimation of variability and potential bias in multivariate inferences. We show that this appears to be the case for the existing imputations in the Census of Manufactures. We then present an alternative strategy for handling the missing data based on multiple imputation. Specifically, we impute missing values via sequences of classification and regression trees, which offer a computationally straightforward and flexible approach for semi-automatic, large-scale multiple imputation. We also present an approach to evaluating these imputations based on posterior predictive checks. We use the multiple imputations, and the imputations currently employed by the Census Bureau, to estimate production function parameters and productivity dispersions. The results suggest that the two approaches provide quite different answers about productivity.",2011,census of manufactures,CMF,1,https://ideas.repec.org/p/cen/wpaper/11-02.html
Wage Premia in Employment Clusters: Agglomeration or Worker Heterogeneity?,Shihe Fu & Stephen L. Ross,"This paper tests whether the correlation between wages and the spatial concentration of employment can be explained by unobserved worker productivity differences. Residential location is used as a proxy for a worker’s unobserved productivity, and average workplace commute time is used to test whether location based productivity differences are compensated away by longer commutes. Analyses using confidential data from the 2000 Decennial Census Long Form find that the agglomeration estimates are robust to comparisons within residential location and that the estimates do not persist after controlling for commutes suggesting that the productivity differences across locations are due to agglomeration, rather than productivity differences across individuals.",2010,decennial census,CEN,16,https://ideas.repec.org/p/cen/wpaper/10-04.html
Health Insurance and Productivity: Evidence from the Manufacturing Sector,Sang Nguyen & Alice Zawacki,"This paper examines the relationship between employer-sponsored offers of health insurance and establishments’ labor productivity. Our empirical work is based on unique plant level data that links the 1997 and 2002 Medical Expenditure Panel Survey-Insurance Component with the 1992, 1997, and 2002 Census of Manufactures. These linked data provide information on employer-provided insurance and productivity. We find that health insurance offers are positively associated with levels of establishments’ labor productivity. These findings hold for all manufacturers as well as those with fewer than 100 employees. Our preliminary results also show a drop in health care costs from the 75th to the 25th percentile would increase the probability of a plant offering insurance by 1.5-2.0 percent in both 1997 and 2002. The results from this paper provide encouraging and new empirical evidence on the benefits employers may reap by offering health insurance to workers.",2009,census of manufactures,CMF,3,https://ideas.repec.org/p/cen/wpaper/09-27.html
Recent Trends in Top Income Shares in the USA: Reconciling Estimates from March CPS and IRS Tax Return Data,Richard Burkhauser & Shuaizhang Feng & Stephen Jenkins & Jeff Larrimore,"Although the vast majority of US research on trends in the inequality of family income is based on public-use March Current Population Survey (CPS) data, a new wave of research based on Internal Revenue Service (IRS) tax return data reports substantially higher levels of inequality and faster growing trends. We show that these apparently inconsistent estimates can largely be reconciled once one uses internal CPS data (which better captures the top of the income distribution than public-use CPS data) and defines the income distribution in the same way. Using internal CPS data for 1967–2006, we closely match the IRS data-based estimates of top income shares reported by Piketty and Saez (2003), with the exception of the share of the top 1 percent of the distribution during 1993–2000. Our results imply that, if inequality has increased substantially since 1993, the increase is confined to income changes for those in the top 1 percent of the distribution.",2009,current population survey,CPS,143,https://ideas.repec.org/p/cen/wpaper/09-26.html
Measuring Inequality Using Censored Data: A Multiple Imputation Approach,Stephen Jenkins & Richard Burkhauser & Shuaizhang Feng & Jeff Larrimore,"To measure income inequality with right censored (topcoded) data, we propose multiple imputation for censored observations using draws from Generalized Beta of the Second Kind distributions to provide partially synthetic datasets analyzed using complete data methods. Estimation and inference uses Reiter’s (Survey Methodology 2003) formulae. Using Current Population Survey (CPS) internal data, we find few statistically significant differences in income inequality for pairs of years between 1995 and 2004. We also show that using CPS public use data with cell mean imputations may lead to incorrect inferences about inequality differences. Multiply-imputed public use data provide an intermediate solution.",2009,current population survey,CPS,8,https://ideas.repec.org/p/cen/wpaper/09-05.html
Measuring Labor Earnings Inequality Using Public-Use March Current Population Survey Data: The Value of Including Variances and Cell Means When Imputing Topcoded Values,Richard Burkhauser & Shuaizhang Feng & Jeff Larrimore,"Using the Census Bureau's internal March Current Population Surveys (CPS) file, we construct and make available variances and cell means for all topcoded income values in the publicuse version of these data. We then provide a procedure that allows researchers with access only to the public-use March CPS data to take advantage of this added information when imputing its topcoded income values. As an example of its value we show how our new procedure improves on existing imputation methods in the labor earnings inequality literature.",2008,current population survey,CPS,2,https://ideas.repec.org/p/cen/wpaper/08-38.html
Estimating Trends in U.S. Income Inequality Using the Current Population Survey: The Importance of Controlling for Censoring,Richard Burkhauser & Shuaizhang Feng & Stephen Jenkins & Jeff Larrimore,"Using internal and public use March Current Population Survey (CPS) data, we analyze trends in US income inequality (1975–2004). We find that the upward trend in income inequality prior to 1993 significantly slowed thereafter once we control for top coding in the public use data and censoring in the internal data. Because both series do not capture trends at the very top of the income distribution, we use a multiple imputation approach in which values for censored observations are imputed using draws from a Generalized Beta distribution of the Second Kind (GB2) fitted to internal data. Doing so, we find income inequality trends similar to those derived from unadjusted internal data. Our trend results are generally robust to the choice of inequality index, whether Gini coefficient or other commonly-used indices. When we compare our best estimates of the income shares held by the richest tenth with those reported by Piketty and Saez (2003), our trends fairly closely match their trends, except for the top 1 percent of the distribution. Thus, we argue that if United States income inequality has been substantially increasing since 1993, such increases are confined to this very high income group.",2008,current population survey,CPS,60,https://ideas.repec.org/p/cen/wpaper/08-25.html
"Democratizing Entry: Banking Deregulations, Financing Constraints, and Entrepreneurship",William Kerr & Ramana Nanda,"We study how US branch-banking deregulations affected the entry and exit of firms in the non-financial sector using establishment-level data from the US Census Bureau’s Longitudinal Business Database. The comprehensive micro-data allow us to study how the entry rate, the distribution of entry sizes, and survival rates for firms responded to changes in banking competition. We also distinguish the relative effect of the policy reforms on the entry of startups versus facility expansions by existing firms. We find that the deregulations reduced financing constraints, particularly among small startups, and improved ex ante allocative efficiency across the entire firm-size distribution. However, the US deregulations also led to a dramatic increase in “churning” at the lower end of the size distribution, where new startups fail within the first three years following entry. This churning emphasizes a new mechanism through which financial sector reforms impact product markets. It is not exclusively better ex ante allocation of capital to qualified projects that causes creative destruction; rather banking deregulations can also “democratize” entry by allowing many more startups to be founded. The vast majority of these new entrants fail along the way, but a few survive ex post to displace incumbents.",2007,longitudinal business database,LBDREV,294,https://ideas.repec.org/p/cen/wpaper/07-33.html
Using the P90/P10 Index to Measure U.S. Inequality Trends with Current Population Survey Data: A View From Inside the Census Bureau Vaults,Richard Burkhauser & Shuaizhang Feng & Stephen Jenkins,"The March Current Population Survey (CPS) is the primary data source for estimation of levels and trends in labor earnings and income inequality in the USA. Time-inconsistency problems related to top coding in theses data have led many researchers to use the ratio of the 90th and 10th percentiles of these distributions (P90/P10) rather than a more traditional summary measure of inequality. With access to public use and restricted-access internal CPS data, and bounding methods, we show that using P90/P10 does not completely obviate time inconsistency problems, especially for household income inequality trends. Using internal data, we create consistent cell mean values for all top-coded public use values that, when used with public use data, closely track inequality trends in labor earnings and household income using internal data. But estimates of longer-term inequality trends with these corrected data based on P90/P10 differ from those based on the Gini coefficient. The choice of inequality measure matters.",2007,current population survey,CPS,34,https://ideas.repec.org/p/cen/wpaper/07-17.html
Do Employment Protections Reduce Productivity? Evidence from U.S. States,William Kerr & Adriana Kugler & David Autor,"Theory predicts that mandated employment protections may reduce productivity by distorting production choices. Firms facing (non-Coasean) worker dismissal costs will curtail hiring below efficient levels and retain unproductive workers, both of which should affect productivity. These theoretical predictions have rarely been tested. We use the adoption of wrongful discharge protections by U.S. state courts over the last three decades to evaluate the link between dismissal costs and productivity. Drawing on establishment-level data from the Annual Survey of Manufacturers and the Longitudinal Business Database, our estimates suggest that wrongful discharge protections reduce employment flows and firm entry rates. Moreover, analysis of plant-level data provides evidence of capital deepening and a decline in total factor productivity following the introduction of wrongful discharge protections. This last result is potentially quite important, suggesting that mandated employment protections reduce productive efficiency as theory would suggest. However, our analysis also presents some puzzles including, most significantly, evidence of strong employment growth following adoption of dismissal protections. In light of these puzzles, we read our findings as suggestive but tentative.",2007,longitudinal business database,LBDREV,261,https://ideas.repec.org/p/cen/wpaper/07-04.html
Gross Job Flows for the U.S. Manufacturing Sector: Measurement from the Longitudinal Research Database,Lucia Foster & John Haltiwanger & Namsuk Kim,"Measures of job creation and destruction are now produced regularly by the U.S. statistical agencies. The Bureau of Labor Statistics releases via the Business Employment Dynamics (BED) on a quarterly basis measures of job creation and destruction for the U.S. nonfarm business sector and related disaggregation by industrial sector and size class. The U.S. Census Bureau has developed the Longitudinal Business Database (LBD) covering the nonfarm business sector that has been used to produce research analysis and special tabulations including tabulations of job creation and destruction. Both of these data programs build upon the measurement methods and data analysis of job creation and destruction measures from the Longitudinal Research Database (LRD) developed and published by Davis, Haltiwanger and Schuh (1996). In this paper, the LRD based estimates of job creation and destruction are updated and made available for consistent annual and quarterly series from 1972-1998. While the BED and LBD programs are more comprehensive in scope than the LRD, the extensive development of the LRD permits the construction of measures of job creation and destruction for a rich array of employer characteristics including industry, size, business age, ownership structure, location and wage structure. The updated series that are released with this working paper provide measures along each of these dimensions. The paper describes in detail the changes in the processing of the Annual Survey of Manufactures over the 1972-1998 period that are important to incorporate by users of the LRD at Census Research Data Centers as well as users of products from the LRD such as job creation and destruction.",2006,longitudinal business database,LBDREV,13,https://ideas.repec.org/p/cen/wpaper/06-30.html
"The Impact of Minimum Quality Standards on Firm Entry, Exit and Product Quality: The Case of the Child Care Market",V. Joseph Hotz & Mo Xiao,"We examine the impact of minimum quality standards on the supply side of the child care market, using a unique panel data set merged from the Census of Services Industries, state regulation data, and administrative accreditation records from the National Association of Education for Young Children. We control for state-specific and time-specific fixed effects in order to mitigate the biases associated with policy endogeneity. We find that the effects of quality standards specifying the labor intensiveness of child care services are strikingly different from those specifying staff qualifications. Higher staff-child ratio requirements deter entry and reduce the number of operating child care establishments. This entry barrier appears to select establishments with better quality into the market and alleviates competition among existing establishments: existing establishments are more likely to receive accreditation and higher profits, and are less likely to exit. By contrast, higher staff-education requirements do not have entry-deterrence effects. They do have the unintended effects of discouraging accreditation, reducing owners’ profits, and driving firms out of businesses.",2005,census of services,CSR,7,https://ideas.repec.org/p/cen/wpaper/05-28.html
"Hierarchies, Specialization, and the Utilization of Knowledge: Theory and Evidence from the Legal Services Industry",Thomas Hubbard & Luis Garicano,"What role do hierarchies play with respect to the organization of production and what determines their structure? We develop an equilibrium model of hierarchical organization, then provide empirical evidence using confidential data on thousands of law offices from the 1992 Census of Services. The driving force in the model is increasing returns in the utilization of acquired knowledge. We show how the equilibrium assignment of individuals to hierarchical positions varies with the degree to which their human capital is field-specialized, then show how this equilibrium changes with the extent of the market. We find empirical evidence consistent with a central proposition of the model: the share of lawyers that work in hierarchies and the ratio of associates to partners increases as market size increases and lawyers field-specialize. Other results provide evidence against alternative interpretations that emphasize unobserved differences in the distribution of demand or “firm size effects,” and lend additional support to the view that a role hierarchies play in legal services is to help exploit increasing returns associated with the utilization of human capital.",2004,census of services,CSR,2,https://ideas.repec.org/p/cen/wpaper/04-07.html
"Interactions, Neighborhood Selection, and Housing Demand",Yannis M Ioannides & Jeffrey E Zabel,"This paper contributes to the growing literature that identifies and measures the impact of social context on individual economic behavior. We develop a model of housing demand with neighborhood e®ects and neighborhood choice. Modelling neighborhood choice is of fundamental importance in estimating and understanding endogenous and exogenous neighborhood effects. That is, to obtain unbiased estimates of neighborhood effects, it is necessary to control for non-random sorting into neighborhoods. Estimation of the model exploits a unique data set of household data that has been augmented with contextual information at two di®erent levels (“scales”) of aggregation. One is at the neighborhood cluster level, of about ten neighbors, with the data coming from a special sample of the American Housing Survey. A second level is the census tract to which these dwelling units belong. Tract-level data are available in the Summary Tape Files of the decennial Census data. We merge these two data sets by gaining access to confidential data of the U.S. Bureau of the Census. We overcome some limitations of these data by implementing some significant methodological advances in estimating discrete choice models. Our results for the neighborhood choice model indicate that individuals prefer to live near others like themselves. This can perpetuate income inequality since those with the best opportunities at economic success will cluster together. The results for the housing demand equation are similar to those in our earlier work [Ioannides and Zabel (2000] where we find evidence of significant endogenous and contextual neighborhood effects.",2002,american housing survey,AHS,85,https://ideas.repec.org/p/cen/wpaper/02-19.html
Outsourcing Business Service and the Scope of Local Markets,Yukako Ono,"This paper examines outsourcing to test whether productivity-enhancing specialization is facilitated in bigger cities. First, the paper provides a theoretical model which shows that greater local demand for a given input promotes the entry of suppliers into a city; the increased number of suppliers then results in lower outsourcing prices and a higher use of outsourcing by final producers, therefore reducing the final producers' production costs. I then test the predictions of the model by examining manufacturing plants' practices of outsourcing business services, by using plant-level data from the 1992 Annual Survey of Manufactures. The empirical results show that an exogenous increase in local demand promotes the entry of service suppliers and increases a firm's probability of outsourcing for white-collar services. In particular, I found that doubling the intensity of the use of a service in a U.S. county, which can be attributed to the industrial composition of the county, results in a 7% to 25% increase in the probability of outsourcing.",2001,annual survey of manufactures,ASM,13,https://ideas.repec.org/p/cen/wpaper/01-15.html
Outsourcing Business Service and the Scope of Local Markets,Yukako Ono,"This paper examines outsourcing to test whether productivity-enhancing specialization is facilitated in bigger cities. First, the paper provides a theoretical model which shows that greater local demand for a given input promotes the entry of suppliers into a city; the increased number of suppliers then results in lower outsourcing prices and a higher use of outsourcing by final producers, therefore reducing the final producers' production costs. I then test the predictions of the model by examining manufacturing plants' practices of outsourcing business services, by using plant-level data from the 1992 Annual Survey of Manufactures. The empirical results show that an exogenous increase in local demand promotes the entry of service suppliers and increases a firm's probability of outsourcing for white-collar services. In particular, I found that doubling the intensity of the use of a service in a U.S. county, which can be attributed to the industrial composition of the county, results in a 7% to 25% increase in the probability of outsourcing.",2000,annual survey of manufactures,ASM,4,https://ideas.repec.org/p/cen/wpaper/00-14.html
